id,title,contents,date,category,source
7ef71156-d2a6-4d16-a882-260f187ce09c,《財政》稅收超徵明年每人再發1萬？ 陳揆這樣說,"【時報-台北電】對於稅收可望繼續超徵，立委建議明年全民發放現金1萬元，行政院長陳建仁21日表示 ，如果確認總決算確實還是有歲入歲出的賸餘，政府一定會持續來加強堅守財政的紀律，優先還本、優先還債；他並透露，原先在總預算編列的過程當中，償還還本的債務1,110億元，都執行完畢，並且增加還債150億元。",2023/11/21,最新新聞,yahoo
8a365cfa-dab7-483d-bf6e-3a2924289a96,《食品股》南僑10月獲利年增551% 泰新廠將添柴火,【時報記者郭鴻慧台北報導】進入油脂傳統旺季，南僑(1702)10月獲利年增551%，緊接著又將迎來年節尾部旺季，業績可望再添動能，今日股價開低走高，力守高檔。,2023/11/21,最新新聞,yahoo
af0a7b9f-90ee-4193-9f23-9402d438773e,渣打銀稱，美經濟數據若進一步疲軟，美元恐持續全線走低,"【財訊快報／劉敏夫】外電報導指出，英國金融商渣打銀行方面表示，只要美國經濟數據進一步疲軟，美元短線就可能繼續全線走低，風險偏好可能會復燃。渣打駐新加坡宏觀策略分析師Nicholas Chia表示，不過，一旦數據出現斷崖式下跌並且暗示經濟衰退，那麼將利多美元。
還有一種風險是，通膨回到目標的最後一里路時，可能需要2024年失業率大幅上升才能實現，而這可能轉化為對美元的更多支持，特別是如果經濟衰退擔憂加劇，並伴隨著聯準會進一步收緊政策的雜音。",2023/11/21,最新新聞,yahoo
eea5cb6b-415e-4235-85f4-1dc393057ca2,《熱門族群》NVIDIA財報倒數 外資點將AI股,【時報記者王逸芯台北報導】NVIDIA(輝達)將在21日盤後公布財報，美系外資針對AI概念股出具最新研究報告，強調NVIDIA仍是AI領域中最具有指標的個股，假設其財報正向，則將有利於帶動族群，其中，韓國SK海力士、技嘉為首選個股。另外，外資也點看好的AI前景個股共12檔，其中台股中有世芯-KY(3661)、台積電(2330)、緯創(3231)、致茂(2360)、信驊(5274)、愛普*(6531)、川湖(2059)、技嘉(2376)以及京元電(2449)入列。,2023/11/21,最新新聞,yahoo
bea4ed76-1f5a-4367-8e6f-201b28c2b884,《日股》日圓轉強擋路汽車股 日經上半場收黑,"【時報編譯柳繼剛綜合外電報導】在日圓匯價走強下，日股中的汽車類股21日被市場調節。早盤結束時，日經暫收33,338.29點，小跌49.74點或0.15%。東證收2,364.19點，跌8.41點或0.35%。",2023/11/21,最新新聞,yahoo
e8207e1e-7290-48db-85b3-5fef09ebaa6b,大盤挑戰去年高點 資金流向3族群,美科技類股帶領美股主要指數全面收高，台股今（21）日早盤強漲逾160點，最高來到17383點，站上17300關卡，並挑戰去年高點17463。,2023/11/21,台股動態,yahoo
4aecdb5b-b9c0-4e7d-8c8b-969a763fe959,【台北股市】漲206.23點,（中央社台北2023年11月21日電）台北股市今天開高走高，收盤漲206.23點，為17416.7點，漲幅1.2%，成交金額新台幣3379.93億元。,2023/11/21,台股動態,yahoo
cbe83203-8a17-4566-96af-b05eee661504,《台北股市》KY股Q4法說會 12／4由金麗、吉源及永固率先登場,【時報-台北電】為了提高外國第一上市公司（KY股）財務及業務透明度，證交所預計第四季邀請16家KY股舉行財務業務說明會，首先由金麗-KY（8429）、吉源-KY（8488）及永固-KY（5546）三家公司，於12月4日率先登場。,2023/11/21,台股動態,yahoo
8ff926e2-fe83-4954-9173-571d236928c1,【台股盤中】AI傳產聚人氣 漲近200點登17400點,（中央社記者賴言曦台北2023年11月21日電）輝達（NVIDIA）財報即將揭曉，台股今天買氣回籠，AI（人工智慧）、光通訊族群表現強勁，水泥、鋼鐵等傳產族群也凝聚人氣，盤中上漲近200點，最高至17408.51點。,2023/11/21,台股動態,yahoo
e2b6e7f6-7166-4c77-b326-fdb4907d84c4,《盤中解析》電子領軍、百花齊放 台股拿下17300城池,【時報記者郭鴻慧台北報導】台股今早受惠輝達、微軟昨夜強漲領攻費半指數，大盤多頭直接無視10月外銷訂單連14黑利空，指數開高29.47點、為17239.94點，並在台積電(2330)奪回5日線，華擎(3515)、英業達(2356)、緯穎(6669)、緯創(3231)、光寶科(2304)等AI族群士氣大振下，指數漲點快速放大至逾百點，直接拿下17300城池。,2023/11/21,台股動態,yahoo
7d15256d-abef-4787-a763-607103d1af5e,《台北股市》AI大反攻 台股創逾3個半月新高,【時報-台北電】美債浮現底部，樂觀氛圍激勵美股續揚，台積電ADR上漲0.38%。台積電(2330)今(21日)開漲5元，台股同步開高，在AI同步領軍帶動下，集中市場早盤漲130點至17340點，創下8月1日以來新高。,2023/11/21,台股動態,yahoo
f31aa8ba-967b-4c63-abb0-072a3720c6e8,《晨間解盤》台股漲多震盪 從2類股找機會,【時報-台北電】周一(20日)台股呈現強勢震盪格局，最終小漲1.52點或0.01%，順利翻紅收17210.47點；成交金額2755億元略為收斂。盤面上，權值股走勢分歧，觀光、航空受藍白合議題干擾，主流類股包括IC設計、車用電子、HDI板、光學鏡頭。,2023/11/21,台股動態,yahoo
ca854001-9edd-4202-ab4e-afe35d096daa,【台股開盤】漲29.47點,（中央社台北2023年11月21日電）台北股市今天開盤漲29.47點，加權股價指數為17239.94點，成交金額新台幣26.01億元。,2023/11/21,台股動態,yahoo
e01b3cf0-096b-463d-b698-062753ef864a,《晨間解盤》電子次族群輪動 持續樂觀,【時報-台北電】周一台股大盤走勢狹幅，盤中大部分時間呈現小跌走勢，午盤過後盤勢緩步向上，最後收在當日高點附近，終場加權指數上漲1.52點(漲幅0.01%)，收在17210.47點，成交量略低於前一日，約2775億元。,2023/11/21,台股動態,yahoo
f611039a-7244-4787-9c4e-8f80cd13967d,《晨間解盤》上有壓下有撐 3族群續追蹤,【時報-台北電】台股20日受美股漲勢趨緩及藍白合卡關影響，台積電開低壓盤、觀光股走弱，指數開低後在平盤附近震盪整理，終場以上漲1點收在17210點。美股最新收盤，美債殖利率下滑及微軟創天價助攻，四大指數齊揚，其中道指上漲203點、那指收高159點，費半在NVIDIA創高領軍下揚升1.52%，台積電ADR亦漲0.38%，有望延續台股多頭火種。元大投顧指出，台股面臨前波高點大量套牢區，不易一舉上攻收復，資金於電金傳進行輪動，呈現高低位階調整，雖短線市場有逢高調節動向，但月季線黃金交叉，強化下檔支撐力道；投資策略上，IC設計、汽車AM零組件及車用PCB可持續追蹤。,2023/11/21,台股動態,yahoo
c1c4a7ea-7575-4e9a-badb-ddec29f3af32,《晨間解盤》主兵漏氣 拉回or震盪？,【時報-台北電】台股昨(20)日開盤後則落在平盤下遊走，倫元投顧表示，主要是大型股表現消風了，推動大型股轉強的動力來自炒匯熱錢，有可能是進來的資金暫時建倉告一段落；不過，中實戶買盤卻相當積極，內資型小股如光學、MOSFET、電源管理IC等，這些內資股轉強，有利於台股人氣的匯集。,2023/11/21,台股動態,yahoo
b02166c7-014d-448d-b50b-56c717973ac9,【盤前焦點】美股收高 台股觀察交易量能是否放大,（中央社記者賴言曦台北2023年11月21日電）美股20日在科技類股領漲下，4大指數終場全面收高。法人分析，美中關係和緩，為台股帶來正面影響，短線觀察重點為交易量能否放大，為指數帶來向上支撐。,2023/11/21,台股動態,yahoo
c00f4d01-a610-4b6c-b3b9-d0583e3dba00,《國際金融》德國出現預算危機 測試「債務煞車」限制,【時報編譯張朝欽綜合外電報導】德國憲法法院在上周裁定，聯邦政府將新冠疫情時期未使用完的資金挪用於所謂的「氣候與工業轉型計畫」，是違憲的行為。,2023/11/21,國際財經,yahoo
54cccddf-0a14-4592-8d9d-6042f509811e,《國際金融》北京欲拋救生圈 陸房地產股狂飆,【時報編譯柳繼剛綜合外電報導】在中國大陸房地產屢屢傳出財務危機後，中央政府決定出手相助，彭博社指出，北京正在選出可以有資格拿到金援的業者，但不是人人有獎，名額大概只有50家，包括萬科（Vanke）、新城發展（Seazen）以及龍湖集團（Longfor）等，據說都在此名單內。消息傳開後，這些不動產公司的股價也應聲大漲。,2023/11/21,國際財經,yahoo
4afa703e-9cb3-4113-9e1f-15cfd1dc0c6b,富達國際看好聖誕行情正在形成，全球股市有望年末反彈,"【財訊快報／記者劉居全報導】針對全球股市前景，富達國際亞太區股票投資主管Marty Dropkin表示，市況反覆波動的一年進入尾聲，11月初債券殖利率反轉向下，帶動股市回升，聖誕行情(Santa Rally)效應似乎正在形成。基於通膨穩定且與聯準會通膨目標走勢一致，市場普遍認為聯準會升息已結束。然而，債券殖利率下降及股市上漲使得資金環境放鬆，若意外導致通膨上升，促使聯準會重申其鷹派取向，屆時可能再次引發市場波動。但這比較可能是明年才會出現的情況，短線全球市場有望於年末反彈。
在美歐方面，美國第三季經濟成長年增率達4.9%優於預期，具韌性的經濟表現預期將使聯準會持續維持較高的利率水準，惟不斷上升的借貸成本和不斷減少的超額儲蓄，都將影響2024年經濟，導致企業獲利壓力；歐洲鑒於高利率環境與需求低迷，預期2023與2024年營收與獲利仍將承壓。
亞洲方面，富達持續看好日股展望，基於日本10月通膨年增率2.7%，持續示擺脫通縮現象，10月底日本央行再放寬殖利率控制政策，加上製造業數據顯示需求端回升，且日本企業調查顯示整體企業獲利年成長達15%。
新興亞洲則隨近期修正，目前新興亞股超過一半本益比低於15倍，整體市場評價反應了具吸引力的風險回報水準。預期年底前有機會在中國刺激政策帶動下，出現喘息空間。
儘管中國仍在解決房地產和地方政府債務問題，市場已逐漸顯示正面氣象。部分人士認為中國欠缺大規模刺激政策，但具針對性的政策似乎正推動經濟復甦。中國第三季GDP國內生產毛額年增4.9%，其中工業生產和零售銷售增長尤其出眾。雖然房地產市場持續疲弱且美國限制人工智慧晶片出口至中國，在出口需求不明確前提下，中國中央和地方政府亦已推出措施支持區內經濟，預期下個月中央經濟工作會議將為中國2024年經濟發展路徑提供更明確指引。
至於亞洲其他地區，印度股市今年表現持續領先區內其他市場，消費依然強勁的結構性增長，以及基建和製造業的持續投資，皆為投資人帶來機會；馬來西亞為區內另一亮點，因該國政府為推動經濟增長，推出復甦經濟、發展加值製造業、支持綠色經濟轉型和縮減赤字水準等新措施，促使其成為具投資吸引力的市場。",2023/11/21,國際財經,yahoo
50306060-deec-41a8-be7d-2e63a18e31e2,《觀光股》美食-KY拚獲利回升 陸加速汰弱、美持續展店,【時報記者林資傑台北報導】經營85度C的美食-KY(2723)受中國大陸營運疲弱影響，2023年第三季營運旺季不旺，集團對此加大中國大陸營運調整力道，並在美國持續展店。法人據此下修第四季及全年展望，認為短期陣痛有助2024年獲利維持顯著回升，維持「買進」評等、目標價142元。,2023/11/21,國際財經,yahoo
2886bd16-c274-42f9-b93d-1b3cfc3ff439,《國際油價》憂需求疲軟 油價電子盤轉跌,【時報-台北電】因全球經濟趨緩，導致需求疲軟的擔憂，抵消了石油輸出國組織(OPEC)進一步減產的前景，令油價電子盤承壓轉跌；周一(11/21)截至台北時間上午11點15分整，原油期貨報價如下：美國NYMEX-1月輕質原油期貨跌0.16美元，報每77.67美元；倫敦ICE-1月布蘭特原油期貨跌0.16美元，報每82.16美元。(編輯：鄧凱綺)(商品行情網),2023/11/21,國際財經,yahoo
c890e462-d2c2-430d-bed3-18c2ade04ee6,《國際產業》640萬車恐自燃 美國對現代、起亞啟動調查,【時報編譯柯婉琇綜合外電報導】美國汽車安全監管機構周一宣布已經對現代汽車和起亞汽車發布的16起召回事件展開調查，本案涉及640萬輛車可能因為煞車油外洩而導致起火事故。,2023/11/21,國際財經,yahoo
d0c9daed-65b6-4c51-9b57-ade2b7b208b5,《大陸金融》在離岸人民幣兌美元匯率 雙雙升破7.14關口,【時報-台北電】在人民幣兌美元中間價大漲的拉動下，在岸、離岸人民幣兌美元匯率21日雙雙升破7.14關口，近三個交易日已反彈近1.5％。,2023/11/21,國際財經,yahoo
7cf6e0f4-802b-4d8e-8dc5-a26331c2fd02,《國際金融》日經指數不看淡 2024有高點可期,【時報編譯柳繼剛綜合外電報導】根據路透社查訪結果，2023年迄今已大漲30%左右的日本日經225指數，2024年有機會還會上漲，最慢到明年6月可望向上突破30多年新高35000點，還有日企獲利能力可望持續增加。,2023/11/21,國際財經,yahoo
8c59090f-322f-41a2-af05-287aa251643c,東京匯市早盤美元追低，日圓升破148至七週新高,"【財訊快報／陳孟朔】市場普遍認為美國聯準會(Fed)已經完成加息週期，並展望何時可能開始降息，導致美元指數直直落，東京匯市週二早盤追低連四跌，逼近3個月新低的同時，英鎊、歐元和日圓追高。其中，日圓升破148阻力至七週新高。市場已經排除Fed再次加息的可能性，最近的數據顯示經濟和通膨壓力放緩，但還不足以增加對經濟即將陷入衰退的擔憂。
週一數據顯示，美國10月領先指標下降0.8%，連續第19個月下降，且跌幅較預期下降0.7%來的大。
由於週四是美國感恩節假期，當天休市外，週五金融市場交易提前結束，因此經濟數據相對較少。
市場目前正試圖確定Fed何時開始降息，根據芝商所(CME)的FedWatch工具，目前市場預計Fed在5月前降息至少25個基點的機率超過50%。
與此同時，有些Fed官員最近發言時並沒有排除因經濟數據發生變化而需要進一步加息的可能性。
里奇蒙聯儲總裁巴爾金表示，通膨很可能繼續“頑固”下去，並迫使Fed在比投資人預期更長的時間內維持高利率。
此外，Fed最近一次會議的會議記錄將於週二公布，投資人將從記錄中尋找有關政策路徑的任何信號。
台北時間10：30，美元指數最新報價為103.316，連續四天急挫1.24%後，追低0.12%，盤初的103.290為9月1日以來最低。10月3日觸及的107.348為去年11月30日觸及107.195以來最高。
日圓兌美元最新報價為147.82，連續三天大漲1.98%後，追高0.38%，盤初的147.74為10月3日以來最高。11月13日觸及的151.91日圓為去年10月21日(151.95日圓)以來最低。
英鎊最新報價在1.2533美元，連續兩天急彈0.74%後，再漲0.22%，盤初的1.2536美元為9月11日以來最高。10月17日觸及的1.2090美元為3月16日以來最低。
歐元最新報價為1.0956美元，連續三天急彈0.85%後，追高0.15%，盤初的1.0959美元為8月14日以來最高。",2023/11/21,國際財經,yahoo
e1918334-3860-478e-b25f-a9f233b1aab2,《國際產業》底特律3雄合約過關 UAW：目標轉向特斯拉和日韓廠,【時報編譯柯婉琇綜合外電報導】美國汽車工人聯合會（UAW）周一宣布，在進行長達6周的針對性罷工後，底特律三大汽車製造商約64%的工人已經表決通過創下記錄的新合約。接下來，工會將把矛頭轉向把外商和特斯拉旗下的汽車工廠。,2023/11/21,國際財經,yahoo
ac3889db-52a5-480c-8764-aa1e8f5b18e7,《國際產業》法院打擊德國政府預算 晶片、電池和鋼鐵計畫陷危機,【時報編譯張朝欽綜合外電報導】據兩名政府部門的消息人士指出，法院的一項裁決，將導致聯邦政府預算短缺600億歐元，包括晶片工廠、脫碳鋼鐵的生產，以及擴大電池供應鏈等多個德國工業計畫面臨危機。,2023/11/21,國際財經,yahoo
6e3dd1f5-3873-4626-a03f-d7c65ccbb41b,《國際產業》豐田美國車貸部銷售狂加料 遭重罰0.6億美元,【時報編譯柳繼剛綜合外電報導】彭博社報導，日本豐田汽車的美國車貸部門要繳交6000萬美元罰鍰，理由是豐田美國車主被誤導購買額外不需要的產品，導致車主負擔的費用大增，但當車主想要取消交易時，豐田車貸人員又不乾不脆沒馬上要退費。,2023/11/21,國際財經,yahoo
b53f0d1f-e078-44a3-b0c3-f28ee5377fb7,《國際產業》AI助攻 Zoom上修全年展望,【時報編譯柯婉琇綜合外電報導】因混合工作趨勢以及其產品整合人工智慧（AI）技術提振了需求，Zoom Video Communications上修全年營收與獲利預測。,2023/11/21,國際財經,yahoo
2811470e-6380-4be4-bce1-3a1dfd6a817d,《國際產業》OpenAI逾9成員工威脅跳槽微軟 要求董事會辭職,【時報-台北電】OpenAI前執行長奧特曼（Sam Altman）上周無預警遭開除後，約700名OpenAI員工集體連署抗議，要求董事會辭職，並讓奧特曼及前總裁布羅克曼（Greg Brockman）回歸崗位，否則將辭去職務。,2023/11/21,國際財經,yahoo
cfaed8dd-b094-43d9-a49b-c6c4cab7b429,美元示弱，亞洲黃金現貨盤中上揚0.6%,"【財訊快報／劉敏夫】亞洲黃金價格週二上揚，因為在市場關注美國公債標售結果之際，美元匯價示弱提振了金價行情。亞洲黃金現貨價格盤中上揚11.77美元或0.60%，每盎司報1,989.84美元。
追蹤美元兌換6種主要貨幣一籃子匯價的美元指數週二亞洲盤盤中下跌0.05%，美元走弱，令以美元計價的黃金對於持有其他貨幣的投資人來說相對便宜。
投資人關注美國公債強勁需求，週一規模160億美元的20年期公債發行吸引了強勁需求。
強勁的新債標售，加上美國通膨放緩和經濟降溫的背景下，週一美國基準10年期債券價格延續了近期的漲勢，並引領殖利率走低。較低的殖利率通常對無孳息收益的黃金有利。
儘管投資者重新買入美債，中東地緣政治緊張局勢的緩和仍繼續對貴金屬構成壓力。美國總統拜登週一表示，以色列和哈馬斯即將達成協議，釋放一批人質，導致黃金的戰爭風險溢價進一步回落。",2023/11/21,國際財經,yahoo
fd154fc9-835b-42f8-ac4b-e78be63226f1,《國際金融》法國央行總裁預期 ECB未來幾季利率料維持不變,【時報-台北電】歐洲央行（ECB）政策官員兼法國央行總裁戴加洛（Francois Villeroy de Galhau）20日表示，ECB利率已達到高檔水平，未來幾季可能會維持在該水平，同時認為現在談論降息為時過早。,2023/11/21,國際財經,yahoo
dc3d0f07-d2b5-4ef1-a5ef-335521f0680c,日圓也有定存方案！銀行換匯戰開打,日圓匯率偏弱、民眾瘋搶，甚至開玩笑大嘆「窮到只剩下日圓」，國銀也趁勢搶攻商機，永豐銀行推出日圓7天期定存優惠利率11％、1個月期定存最高6％，台新銀行鎖定哈日族、小資族祭出換匯優惠。,2023/11/20,小資理財,yahoo
c26f309d-b191-41ba-806b-af786aa81362,【懶人包】推薦2023必辦15張「夯」信用卡！,信用卡是現代社會常見的支付工具，只要你選對信用卡申辦，且妥善利用各家銀行所推出的回饋與優惠，比起現金支付，信用卡是個能幫助你省錢的好工具！,2023/11/21,小資理財,yahoo
